Name,URL,"Price, rub",Year,KmAge,Engine,GearBox,CarType,Place
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116606729-05846af5/?from=searchline,160000,2006,46000,1.6 л/73л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116598011-4f20dada/?from=searchline,390000,2015,167000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116597222-96f774f2/?from=searchline,260000,2009,319000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Шингак-Куль
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116588677-653bc0ac/?from=searchline,100000,2010,88000,1.2 л/64л.с./Бензин,механика,седан,Янаул (180км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116588592-56c4f844/?from=searchline,220000,2012,137000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Кушнаренково
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116585055-1eacd12d/?from=searchline,500000,2014,102000,1.6 л/87л.с./Бензин,механика,хэтчбек 5 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116570948-c32b1dc9/?from=searchline,230000,2008,214000,1.6 л/87л.с./Бензин,механика,седан,Туймазы (140км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116563508-1b4a045c/?from=searchline,310000,2007,188000,1.6 л/90л.с./Бензин,механика,хэтчбек 3 дв.,Октябрьский (160км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116563501-26bb8b67/?from=searchline,310000,2008,211000,1.6 л/87л.с./Бензин,механика,седан,Шигаево (170км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116562624-4e7ab3fb/?from=searchline,100000,2007,240000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Сатка (190км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116556668-590e98df/?from=searchline,100000,2006,124000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Миньяр (100км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116556656-c9f1e7bf/?from=searchline,730000,2020,78000,1.6 л/90л.с./Бензин,механика,седан,Салават (150км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116556012-ca9b5694/?from=searchline,250000,2011,161000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Нагаево
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116555669-f2e11ffd/?from=searchline,360000,2012,139000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116553337-43ac266e/?from=searchline,280000,2013,128000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116544830-dd206de1/?from=searchline,230000,2011,130000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116544823-0a904d3f/?from=searchline,240000,2008,191000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116535774-3bce3c96/?from=searchline,170000,2011,158000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116516410-db2ff3af/?from=searchline,600000,2017,116000,1.6 л/98л.с./Бензин,автомат,универсал 5 дв.,Благовещенск
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116515878-72645cf8/?from=searchline,450000,2014,147000,1.6 л/87л.с./Бензин,автомат,седан,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116514831-837d8621/?from=searchline,440000,2013,148000,1.8 л/123л.с./Бензин,механика,универсал 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116511818-c8eb4de0/?from=searchline,300000,2013,328000,1.4 л/89л.с./Бензин,механика,хэтчбек 5 дв.,Мелеуз (190км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116507183-9c278a30/?from=searchline,130000,2008,166000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Дюртюли (100км отУфы)
LADA (ВАЗ) 2131 (4x4) Euro 5 I,https://auto.ru/cars/used/sale/vaz/2131_4x4/1116497686-e764a985/?from=searchline,340000,2011,91000,1.7 л/83л.с./Бензин,механика,внедорожник 5 дв.,Чернушка (190км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116497367-90a6ade1/?from=searchline,230000,2011,231000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Азнакаево (180км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116497145-9a8d8c83/?from=searchline,240000,2013,162000,1.4 л/89л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116489493-c1f48ccf/?from=searchline,130000,2006,11000,1.5 л/90л.с./Бензин,механика,седан,Ишимбай (140км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116481327-271ddb91/?from=searchline,120000,2006,287000,1.5 л/79л.с./Бензин,механика,седан,Трёхгорный (150км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116481325-0cc16d02/?from=searchline,60000,2005,46000,1.6 л/75л.с./Бензин,механика,седан,Чуртан (110км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116481110-34dd4b70/?from=searchline,180000,2001,215000,1.3 л/135л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116480395-6ce4fcea/?from=searchline,380000,2011,207000,1.6 л/87л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116453584-c5b69f03/?from=searchline,310000,2011,147000,1.4 л/89л.с./Бензин,механика,универсал 5 дв.,Республика Башкортостан
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116452826-19addd80/?from=searchline,260000,2011,120000,1.4 л/89л.с./Бензин,механика,седан,Чашкино (170км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116442372-334f140a/?from=searchline,180000,2007,176000,1.8 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116440142-51863576/?from=searchline,100000,2004,74000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Серменево (160км отУфы)
LADA (ВАЗ) 2121 (4x4) I,https://auto.ru/cars/used/sale/vaz/2121/1116439916-2ac4615f/?from=searchline,110000,1992,116000,1.6 л/80л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116439137-9145e3e6/?from=searchline,820000,2018,51000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) 2110 Премьер,https://auto.ru/cars/used/sale/vaz/2110/1116434842-a269d8a8/?from=searchline,160000,2006,270000,1.5 л/92л.с./Бензин,механика,седан,Абдулино (180км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116427273-1d189a74/?from=searchline,300000,2010,156000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116426927-08f2200d/?from=searchline,270000,2010,89000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1116425425-959fa3a1/?from=searchline,80000,1992,127000,1.3 л/64л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116425382-22fb22f3/?from=searchline,430000,2013,178000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116423428-7b375624/?from=searchline,790000,2019,105000,1.6 л/106л.с./Бензин,робот,хэтчбек 5 дв.,Ишимбай (140км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116407661-56f1491f/?from=searchline,200000,2012,148000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Загородный (120км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116407053-67b92fed/?from=searchline,60000,2003,93000,1.3 л/64л.с./Бензин,механика,седан,Кантюковка (140км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116394207-74db420f/?from=searchline,450000,2014,136000,1.6 л/106л.с./Бензин,робот,седан,Салават (150км отУфы)
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116394182-edb1b344/?from=searchline,630000,2013,80000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116394142-be9301ee/?from=searchline,560000,2013,110000,1.6 л/98л.с./Бензин,автомат,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116384622-9622ad46/?from=searchline,480000,2013,137000,1.6 л/98л.с./Бензин,механика,седан,Абдулино (180км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116369886-fc93d9d7/?from=searchline,150000,2007,198000,1.6 л/81л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116369137-214bc0bd/?from=searchline,990000,2021,36000,1.6 л/106л.с./Бензин,механика,седан,Республика Башкортостан
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116368475-b6335e6d/?from=searchline,210000,2007,150000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Бирск
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116342349-e8044fbd/?from=searchline,390000,2013,162000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Бирск
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116331606-8d52afd7/?from=searchline,80000,2003,49000,1.5 л/72л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116331184-e273cf1b/?from=searchline,100000,2005,121000,2.0 л/136л.с./Бензин,механика,седан,Дмитриевка
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116329672-6c495024/?from=searchline,150000,2007,257000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116320914-bd03ac59/?from=searchline,140000,1999,133000,1.9 л/75л.с./Дизель,механика,внедорожник 3 дв.,Чернушка (190км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116309058-884ff32e/?from=searchline,170000,2006,152000,1.8 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116301238-9e8613ba/?from=searchline,710000,2018,61000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2113,https://auto.ru/cars/used/sale/vaz/2113/1116298860-870c1671/?from=searchline,150000,2010,266000,1.6 л/89л.с./Бензин,механика,хэтчбек 3 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116260712-b4316fab/?from=searchline,210000,2011,154000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116259340-d0e852a5/?from=searchline,170000,2008,76000,1.6 л/90л.с./Бензин,механика,седан,Чернушка (190км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116226274-a291e1e8/?from=searchline,140000,2007,196000,1.5 л/92л.с./Бензин,механика,хэтчбек 5 дв.,Куеда (180км отУфы)
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1116179628-fbc7a260/?from=searchline,630000,2015,228000,1.6 л/105л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116173302-350b798a/?from=searchline,370000,2012,146000,1.6 л/82л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116169621-52314f7f/?from=searchline,660000,2019,18000,1.6 л/90л.с./Бензин,механика,седан,Верхнеяркеево (130км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116154586-8492dc79/?from=searchline,100000,2004,300000,1.5 л/78л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116129359-4c64770a/?from=searchline,280000,2006,132000,1.7 л/79л.с./Бензин,механика,внедорожник 3 дв.,Тавтиманово
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116094080-afe3f778/?from=searchline,290000,2010,88000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Салават (150км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116088862-9aec6d75/?from=searchline,1480000,2018,55000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2110 Богдан,https://auto.ru/cars/used/sale/vaz/2110/1116050444-a0bb95b8/?from=searchline,110000,2006,375000,1.6 л/81л.с./Бензин,механика,седан,Казаяк
LADA (ВАЗ) 1111 Ока КамАЗ,https://auto.ru/cars/used/sale/vaz/1111/1116032309-4208c74d/?from=searchline,60000,2001,65000,0.7 л/29л.с./Бензин,механика,хэтчбек 3 дв.,Языково
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116011259-9bd347ca/?from=searchline,290000,2012,160000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Салават (150км отУфы)
LADA (ВАЗ) 2131 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2131_4x4/1116000474-1dad6233/?from=searchline,1570000,2020,14000,1.7 л/83л.с./Бензин,механика,внедорожник 5 дв.,Усть-Катав (140км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1115983329-2f2c3798/?from=searchline,970000,2018,28000,1.8 л/122л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1115968102-77b96b3f/?from=searchline,120000,2004,271000,1.6 л/98л.с./Бензин,механика,седан,Октябрьский
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1115932834-0062f774/?from=searchline,620000,2018,61000,1.6 л/90л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1115919459-0a53c103/?from=searchline,250000,2010,149000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Комсомол (150км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1115890624-0f399dec/?from=searchline,720000,2020,25000,1.6 л/106л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) 2106,https://auto.ru/cars/used/sale/vaz/2106/1115873956-f28073aa/?from=searchline,90000,1995,96000,1.5 л/72л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1115871283-676b7692/?from=searchline,60000,1998,120000,1.3 л/140л.с./Бензин,механика,хэтчбек 5 дв.,Усть-Катав (140км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1115840052-46a512e4/?from=searchline,830000,2019,27000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Мелеуз (190км отУфы)
LADA (ВАЗ) Granta Euro-2 I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1115802235-1220f011/?from=searchline,620000,2018,30000,1.6 л/90л.с./Бензин,механика,седан,Белорецк (180км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1115801780-ce44595d/?from=searchline,770000,2017,88000,1.8 л/122л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1115801548-b0c43cbd/?from=searchline,190000,2011,176000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1115785751-2a014083/?from=searchline,610000,2019,47000,1.6 л/106л.с./Бензин,робот,седан,Мензелинск (более 200км отУфы)
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1115770432-a6b449e1/?from=searchline,280000,2011,163000,1.8 л/98л.с./Бензин,механика,седан,Кармаскалы
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1115767707-bc64aa4e/?from=searchline,690000,2019,53000,1.6 л/106л.с./Бензин,робот,хэтчбек 5 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1115760681-2517b95f/?from=searchline,160000,2009,141000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1115623891-87e16229/?from=searchline,450000,2014,102000,1.9 л/75л.с./Дизель,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1115620012-7c508991/?from=searchline,540000,2015,94000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1115544362-fcd9d121/?from=searchline,450000,2013,131000,1.6 л/106л.с./Бензин,робот,универсал 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1115490213-3f4ebb1b/?from=searchline,840000,2015,123000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1115478689-66a12afa/?from=searchline,490000,2015,112000,1.6 л/87л.с./Бензин,механика,седан,Межевой (180км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1115462280-c1d88c39/?from=searchline,1140000,2021,10000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1115385734-b6747033/?from=searchline,230000,2010,306000,1.6 л/81л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1115271485-0ef0e6ab/?from=searchline,230000,2013,176000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1115055122-26779597/?from=searchline,330000,2010,211000,1.6 л/98л.с./Бензин,механика,хэтчбек 3 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1115033313-2e4237a5/?from=searchline,170000,2006,164000,1.6 л/90л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1115026335-f1236715/?from=searchline,100000,2005,190000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Мелеуз (190км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1114884932-71e8f68b/?from=searchline,270000,2012,83000,1.4 л/89л.с./Бензин,механика,хэтчбек 5 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1114742422-265bf7aa/?from=searchline,440000,2015,123000,1.6 л/87л.с./Бензин,автомат,хэтчбек 5 дв.,Азнакаево (180км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1114628188-05deaa23/?from=searchline,100000,2007,75000,1.3 л/140л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) 2110 Премьер,https://auto.ru/cars/used/sale/vaz/2110/1114583939-6bbe83b1/?from=searchline,70000,1999,200000,1.8 л/98л.с./Бензин,механика,седан,Белорецк (180км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1106676002-ede78b94/?from=searchline,140000,2005,220000,1.5 л/76л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Largus I Рестайлинг,https://auto.ru/cars/used/sale/vaz/largus/1106630961-1ae3b338/?from=searchline,1360000,2021,1000,1.6 л/90л.с./Бензин,механика,универсал 5 дв.,Чернушка (190км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1106566939-d9bcfcd1/?from=searchline,320000,2009,232000,1.6 л/87л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1106554807-ec4eddc5/?from=searchline,360000,2013,168000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1106551548-6feec1ba/?from=searchline,350000,2011,194000,1.6 л/87л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1106424241-2a08e284/?from=searchline,100000,2005,139000,1.5 л/70л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1106407795-bb66a88a/?from=searchline,300000,2006,11000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Абдулино (180км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1106407342-ece9a6cd/?from=searchline,190000,2007,186000,1.4 л/89л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1106075019-1ae6355b/?from=searchline,140000,2006,132000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1105977848-e03716eb/?from=searchline,50000,1999,26000,1.3 л/135л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1105937414-b61eb312/?from=searchline,150000,2010,177000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1105735385-9d47091b/?from=searchline,90000,2002,146000,1.8 л/123л.с./Бензин,механика,хэтчбек 5 дв.,Ишимбай (140км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1105721715-238ffb08/?from=searchline,200000,2003,182000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1105553977-45604e38/?from=searchline,80000,2003,177000,1.3 л/135л.с./Бензин,механика,седан,Пономаревка (190км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1105440086-db39454f/?from=searchline,110000,2004,239000,1.6 л/80л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1105397993-f6f99e13/?from=searchline,250000,2013,170000,1.6 л/87л.с./Бензин,механика,седан,Ишимбай (140км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1105215034-663ff54d/?from=searchline,90000,2005,199000,1.3 л/135л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1104947761-ed4f2fe1/?from=searchline,160000,2007,135000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1104786032-b5420ccb/?from=searchline,90000,2006,247000,1.5 л/78л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1104784214-1afa2ccc/?from=searchline,140000,2002,147000,1.5 л/90л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116763955-59de2062/?from=searchline,450000,2013,100000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116777189-b694e39b/?from=searchline,250000,2010,147000,1.4 л/89л.с./Бензин,механика,универсал 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116775515-8efe1542/?from=searchline,80000,2004,95000,1.5 л/68л.с./Бензин,механика,седан,Красноусольский
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1116734069-7cec5ed7/?from=searchline,1140000,2019,18000,1.6 л/87л.с./Бензин,механика,универсал 5 дв.,Улукулево
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116671741-8d081935/?from=searchline,460000,2013,131000,1.8 л/123л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116562917-88b0e7f5/?from=searchline,310000,2013,166000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Стерлитамак (120км отУфы)
